number,sample,locality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84
63,PMB1908,MadRiver,43.90784709,-1.23405584,1.771587798,0.565304343,-9.793401577,1.434944863,-2.338117845,-2.032193118,-5.125324242,7.211412574,4.506769005,-4.856810234,1.644972794,-4.358461498,2.798700914,-3.384913219,-0.096695969,-1.645181914,-7.340727161,-5.892853286,-8.699950255,-6.784747667,-4.668244649,-12.38074864,-12.45107986,-5.976430363,19.9975319,-12.2113902,17.19613017,31.32946144,-3.763683721,-31.22348825,21.51429766,-4.209706776,1.416546801,3.368346342,15.52708525,3.730337018,0.084865662,-4.562470405,9.912390305,-1.363965988,5.513649016,0.36231442,-3.72005299,-1.499462285,-3.764029104,6.422446552,-5.484239637,-1.008193901,1.000055516,0.379813681,1.627246865,-0.291015098,-0.625870802,-0.48540383,0.475412038,0.740609962,0.063114407,-0.686842839,0.278797909,0.53902037,0.548114318,-0.620185126,0.781019988,0.063197802,0.368727014,0.661284935,-0.111413639,-0.450461493,0.016759665,-0.188046135,-0.335427676,0.644118909,0.153954789,0.400748898,-0.659961003,-0.928552711,0.076306957,-0.687600341,-0.050103262,0.351655023,0.055640798,-1.69E-13
64,PMB1909,MadRiver,45.522316,-1.342998148,2.525721175,0.953537001,-9.754497921,1.628736072,1.060342117,1.073764401,-3.662299911,4.838168553,4.031564511,-3.851727111,-7.936976387,-2.985671698,0.173532633,-2.183436223,-6.851210285,1.209561628,-9.847795516,4.896728352,-8.361288504,-0.090293372,6.691862018,-12.34737885,-13.10376823,19.54026858,-2.190087731,-23.56582401,12.86301184,0.406438318,-20.25679728,42.77830171,14.10085106,10.19862032,-0.763920827,-3.774406062,-2.225736629,5.789863588,3.440343319,4.08973402,4.538728761,3.831768639,3.268736988,4.50374675,4.160398141,-1.612883763,-1.876021566,-3.098701568,-0.632892149,0.266601834,0.863382716,1.868828243,0.00441807,-0.549981092,0.312987497,-0.396694727,0.321911149,0.448024941,-1.795850911,0.701430024,-0.098189894,0.35224799,-0.357859518,-0.1879217,0.537000438,0.138562189,0.002789648,0.167111519,-0.239426863,0.137490511,0.23884384,-0.169174073,0.358056551,0.335334437,0.239478403,0.270537983,0.276558571,0.097124823,-0.06303635,-0.522973752,0.509081222,-0.195135019,-0.449320744,-1.19E-13
65,PMB1910,MadRiver,46.26745606,-0.757776011,4.057555471,0.198760709,-17.19679622,7.653630826,-3.006779327,-2.173634568,-22.64497349,39.68648784,17.84858929,-18.38106163,-21.89960678,-5.923090722,-4.521495206,15.23165181,-6.859550849,25.89915906,7.860222707,7.346707079,-0.188068194,13.0673254,7.483182541,10.36487578,4.64945187,-8.956227014,-2.771531133,-0.80452102,-9.751890884,-2.315609573,5.186042883,-2.912636738,-8.131240676,-2.935412141,-2.628868911,0.87255858,-1.795101038,1.174726842,0.346883351,1.920637228,4.15180673,1.362448072,2.479679466,-0.548844476,-4.462832254,1.584287749,-3.116745449,3.585671574,-2.13156399,0.612709562,0.117613723,0.178183216,-1.470410885,0.503596966,-0.265206805,-0.836134554,0.082604284,-0.457286157,-0.69769179,0.128434338,-0.056321329,0.060706686,-0.308963683,0.156315152,0.086109528,-0.096378357,-0.467419474,-0.193867387,0.666465628,0.655139532,0.050539452,-0.207351133,-0.049356294,0.112056304,0.149320948,-0.153812731,-0.63574193,-0.07264954,-0.714031725,0.277488872,0.238039199,0.123838609,-0.118758267,1.04E-13
66,PMB1911,MadRiver,43.55323321,3.172877187,2.170407657,1.362566828,-12.54017838,5.291193825,-0.734818743,1.434848948,-10.01288213,7.18092695,15.94179417,-7.903998231,-4.5685354,-5.793775461,-0.533830984,-21.99037669,-9.398141983,-41.02242022,2.309693,-28.32210099,-18.84299457,0.125117948,-5.49202128,13.59934682,8.998388377,-1.49740033,-13.61487425,8.406725346,7.984475581,-4.932209869,-3.282109172,0.206957357,-2.369779299,-4.447092468,-5.854910766,1.074464412,-10.91683448,-8.395159423,-2.712836225,3.515923498,1.372462155,-3.869028672,-2.237408837,1.256383418,-0.805942814,-2.477908902,-1.202051689,3.883603722,-2.114746033,-0.008596074,0.475250167,-0.379956951,0.924616749,0.489173923,0.238165517,0.065739346,-0.238360648,-0.872411378,0.235865062,-0.199501909,0.786923988,0.127917405,-0.621427797,0.176969453,-0.264763277,0.151561935,0.055573594,-0.063589151,0.327259549,0.480398441,-0.576454909,-0.183306386,-0.229692846,-0.196955691,0.236810097,-0.632790108,0.074868771,-0.068178251,0.376829618,0.449714095,0.33292615,0.030440452,-0.027655823,-5.66E-16
67,PMB1912,MadRiver,42.41391016,4.913034388,1.65254109,0.429045821,-6.901781384,2.449444964,-0.186469334,0.299477956,-3.087692409,4.351573097,3.98877024,-4.933612925,1.85952112,-1.73180669,-0.674357019,-0.184363299,-2.237805897,-1.399782029,2.175665452,-2.397430569,2.106547878,-3.031167641,-7.463320788,2.023382661,-1.973463272,2.575905142,1.729857953,3.155748422,-6.300025853,8.552616073,2.451664205,-2.85896258,0.861879127,3.295072564,3.190978881,-0.004085177,6.242343637,1.414399588,-2.776347255,-6.461369242,-7.51223248,-1.237132817,-8.754686696,7.465359734,10.99417926,1.762366651,25.60539216,-50.08389158,-3.960530024,2.15449899,0.460944342,-3.861415281,-1.39710977,0.168766249,0.673025253,0.500218755,-0.529235945,-0.036114715,-1.557459368,-0.625992711,-0.192355363,0.694598542,1.017018358,1.713071833,-0.341364025,-1.578264083,1.041105557,-0.730569915,-0.028619833,0.520615797,-0.750560947,0.264109233,-0.259516601,-0.468746534,-0.824670198,-0.475804276,-0.676817798,-0.436994629,0.390784014,-0.152907725,0.921667782,0.237241173,0.099168707,1.99E-13
68,PMB1913,Upland,49.48446303,0.850773169,3.003181932,-0.073185056,-13.77469348,16.43908927,-1.305202769,-0.674973853,4.740610547,-1.692687644,-6.204591989,6.625770331,3.396959908,-2.44782095,4.867702022,-2.548784218,-3.16892549,-17.76989349,18.85339424,18.3817576,13.06558427,11.017168,17.59873044,-21.8464922,29.30923601,1.168511998,-1.854198895,-1.516650773,-9.191965625,-3.537199933,-20.72162409,-3.103283998,4.139647151,-22.07044934,5.832977203,0.355656573,14.32619707,-1.036189507,-2.827174573,1.134808941,1.232701999,1.181268803,4.412735058,-3.712414526,-1.533385862,-1.066355136,0.77819164,-1.463842426,-1.407551031,0.599920698,0.596613506,-0.324713113,0.987443886,0.173623036,-0.025809015,-0.733959838,0.521028097,-0.45776359,0.421304411,-0.203631773,-0.436048058,0.304220544,-0.425370874,-0.05436551,-0.217965479,-0.192987305,0.522398514,0.82266017,0.434600176,0.30349134,-0.200301139,0.69377702,-0.253505034,0.181496148,-0.407862817,-0.007483766,0.283787995,-0.291267016,0.307804303,-0.599182163,0.003258359,-0.022997661,-0.128665354,9.37E-15
69,PMB1914,Upland,44.61005343,6.125504311,1.219552825,1.821166417,-11.57251429,2.119245575,-0.170523331,-3.827704853,-1.973402434,2.347007535,3.048256623,-2.446956458,3.41014968,-0.750069753,2.52043604,1.68798858,-0.336291351,1.164803244,1.536786781,-3.213618126,6.127709806,-6.648662907,-1.12564754,-4.099723219,-4.890414738,-2.221245819,-4.49739268,-4.454774856,-1.283903231,1.30493155,10.61311861,7.270285374,7.311125835,-1.21840821,9.244128182,-4.319106485,11.58216246,1.447880732,-6.373932091,-5.861744414,-40.12718079,-13.3937864,-30.80005184,-14.55022752,10.99959174,1.268691753,-3.42067253,16.59587473,-1.043985216,-4.387524947,2.569067074,0.488664296,2.172488985,-0.72319002,-0.367351699,-0.638770966,0.407378678,-0.067386889,-1.039508361,-0.641165445,-0.413646086,-0.101142911,0.496281255,-0.032865734,0.176347452,-0.298615185,0.225620578,-0.025284532,-0.943380133,0.435617506,-0.796720401,-0.077764309,0.074525768,-0.185097829,-0.634095759,-0.224807843,0.24792795,0.252485621,-0.660887809,-1.016482289,0.567634693,-0.156736302,0.230886506,3.33E-13
70,PMB1915,Upland,48.20553098,4.837973079,2.5538785,0.354346093,-15.3900439,20.89529172,-0.305452466,-3.503833637,3.234777117,-14.59022348,16.7320633,-14.94770842,46.81794718,17.21306895,-7.107663746,-18.15935484,2.907090855,24.09644834,4.957500267,-4.047621914,-3.608627598,-2.292924255,8.058910028,7.682209549,4.803363385,-7.778895858,8.360147291,-1.386127015,2.449881162,-5.783681672,2.090531297,4.934760608,-1.508672759,-0.166158593,-5.875740905,-4.244466171,-2.945269373,-0.231149668,4.578617069,3.560658089,5.554832024,2.398303162,0.828690836,2.134289237,1.507255559,1.253950546,-0.449915159,1.569406604,0.668739509,1.609588628,0.786544851,0.317819744,-0.333627916,0.036934588,-0.63816585,-0.851177263,0.189218518,-0.501904798,-1.082632195,-0.967295432,-0.198877213,0.563682341,0.245514923,-0.386541545,-0.004840365,0.3106016,-0.316231964,-0.172783963,0.524839478,0.592927048,-0.219174472,-0.136830507,0.690266155,0.390214048,-0.080766027,-0.502818213,-0.167195689,-0.035963822,-0.288194121,0.69162064,0.10934327,-0.114879352,0.320146446,6.05E-14
71,PMB1916,Upland,52.98378427,2.371461825,2.541516235,1.040436951,-21.74455453,41.92585673,-18.83970043,5.808733455,1.262988788,-19.33386349,-32.3039229,20.044973,-18.94030433,-9.641869382,5.730263963,7.117542985,1.283795802,10.67544913,-8.843438154,-9.932055237,-7.669728746,-2.528041857,-4.530529613,18.44170509,-1.203339272,-4.296832977,4.606850335,0.410960121,0.42911516,-4.309105749,1.300806388,0.100260344,-0.035651328,-0.995944023,-1.055739425,-1.435051483,-1.23448567,2.58274194,2.742352794,1.953275189,1.483387181,0.650349366,-0.194784535,0.397396878,-0.168171947,0.180823117,0.684587625,0.637477767,-0.419209213,-0.033645148,0.702676512,-0.433780788,-0.292653024,-0.28170487,-0.40141539,-0.331620745,-0.579062693,0.084001057,0.059016035,-0.058909059,-0.183523578,-0.101785722,0.178009283,0.55382007,0.247320069,-0.34303011,0.219618378,0.623196637,-0.455090302,-0.414251541,-0.27350243,0.089619954,-0.715177657,0.217910697,0.025378907,0.29261523,-0.099891895,0.08902133,0.291567915,-0.204159512,-0.208730159,-0.083890425,0.155801355,2.32E-13
72,PMB1917,Upland,51.41835399,4.814776725,2.017112912,1.312636246,-12.7098999,9.490391394,-1.252382105,0.134338211,5.710504078,-3.363070488,7.993518681,2.11434102,1.964467441,2.197181023,2.681977626,-3.917894722,-4.249265726,-3.167657282,13.37257046,6.364253766,21.05930746,-4.995261137,-19.94152662,-10.74989369,-32.15061239,10.24363584,-19.73064011,11.61733189,-18.71221114,-2.833355797,-11.5220548,-13.99464651,-1.195442529,12.94326523,-13.38925905,2.841615743,-8.81363815,13.57988268,3.343434035,7.819604073,2.808458942,-2.44572109,5.267455359,-3.763384177,-2.085869802,0.215309736,-3.48634817,4.70696837,-4.44705745,0.199773759,0.959084917,-0.05926305,0.659237885,0.378974356,0.021981329,0.29906094,-0.017564334,0.307127867,0.532280385,-0.439535202,-0.97267979,-0.875379431,-0.224560504,-0.981480104,-0.088792551,0.124966168,-0.147277332,-0.431153402,-0.055899456,-0.69676928,-0.836937312,-0.271206128,-0.607430113,0.084520193,0.018243045,0.476376381,0.547350973,0.361845965,0.010690629,-0.985288289,-0.598599912,0.225541978,0.201948686,5.26E-14
73,PMB1918,Upland,50.78377951,6.758024142,1.938141302,0.893356497,-10.17232373,10.22822602,-5.797308251,-0.781429043,2.589169991,0.009374792,0.002181375,2.545468089,0.807170149,-0.580515606,2.545547982,-1.682648156,-2.300601348,-1.789595282,-3.148371108,6.824202796,4.65411522,-0.11150956,-3.071093432,-28.61316332,3.492796318,8.937300719,-8.522924015,2.884370826,8.453997569,6.33574583,37.44069665,3.400661854,-8.970468222,10.73010362,18.49104761,8.144552001,-15.20175548,-22.59370807,-4.118271713,-10.9483298,13.69998897,7.69204164,0.324139515,-0.395558589,-0.448679721,-0.543352463,-3.551512326,0.59603469,1.146850591,0.490995489,0.370537024,0.830202986,-0.151942174,-0.117384134,-0.475779575,1.810479717,0.758137756,0.216411725,0.32407916,0.593262756,1.251644515,-0.256739441,-0.756070436,0.734415808,-0.33713303,-0.445368646,0.006860809,0.0755697,0.5775221,-0.083879994,-0.270368005,0.013900635,0.540458388,-0.529453121,0.58838383,0.099496189,0.679855807,0.047593671,-0.524620257,0.199119823,-0.300457287,0.341666385,-0.074791275,1.63E-13
74,PMB1919,Upland,51.36522692,8.354128346,3.698553543,-2.227612067,11.45762754,2.773807916,6.411546944,-0.394189092,-0.324486368,2.797695837,-4.207007957,0.7310883,3.908108101,1.316829364,-6.559571939,7.42761935,28.58646529,-10.33468518,-6.69965846,-1.313979977,10.77059735,14.29546384,6.060969284,-0.966365061,-2.414310166,-12.39071043,-13.99183869,-19.53408582,11.61116775,-6.459033142,20.37436734,-2.165564067,8.920622524,-8.212177905,-2.998725383,12.88100904,-8.612932362,14.39726408,3.895839625,26.4580701,-2.150697175,-15.47992653,7.997142051,2.104299203,1.975777813,-2.436490936,4.479075167,-5.137373369,-2.738853556,0.177495034,-1.221748086,-0.789068454,-0.716261099,-0.005542719,0.855320711,0.326585523,-1.393107036,-1.075495279,0.21979514,0.556284434,-0.129366297,-0.489448684,-0.327302821,0.024022806,-0.423794115,-1.127194381,0.022442636,-0.58481759,-0.175378489,0.082241304,-0.018976317,0.155992603,-0.783410143,0.755346576,-0.168160264,0.311598442,0.383100822,-0.413361675,0.222826683,-0.781702076,-0.402935331,-0.28215038,0.048858208,5.99E-14
75,PMB1920,Upland,49.73574285,10.86425801,3.046031827,-1.560034039,11.91110965,2.408877626,4.942051967,1.401653019,3.70314873,2.539704876,-1.912396447,-0.852062846,1.361507636,-1.440309754,-5.424182078,2.557077381,19.03320474,-3.225447147,-10.82349482,-2.888482468,10.40277495,6.447964416,14.74868429,9.649336122,-4.188707701,0.314742035,-18.35645278,1.71296791,-6.024309737,-3.784282859,-4.744932271,-2.826772865,17.36280318,3.377031004,-13.41007773,-0.081672889,7.271170835,-15.21281342,18.00586261,-33.49481587,5.505509946,5.842159708,-13.86541337,13.52123508,-11.55523216,7.37143803,-6.42400613,0.302109935,-2.238690696,0.291167776,0.325885813,-0.14367761,-0.621594677,-0.368749154,-1.042254348,0.8424587,-0.965238547,0.778354619,-0.703117214,0.00841162,-0.977738376,-0.899331103,-0.76356127,-0.177433691,0.123135341,1.12825553,0.167569299,0.274958718,-0.276483534,-0.028357328,0.030331062,-0.595620265,0.10039967,-0.385728471,0.360193072,-0.18045282,0.029874268,-0.700958396,-0.33256217,0.055807735,0.566665175,-0.212662633,0.192353772,1.04E-13
76,PMB1921,Upland,53.51703543,10.18343293,2.702900342,-3.196756307,21.66926781,12.86487633,40.27665594,-2.934281464,38.04587302,19.01956363,-18.35630862,-9.593506632,-0.06544207,-4.847732157,8.045455724,-3.274461996,-24.74532488,7.375221432,6.338547714,-3.040025113,-11.86717406,-4.924387968,-3.722068524,2.17395348,-0.838311858,-0.200147954,0.680277623,-3.802356384,-1.474422921,-3.105102269,4.406537398,-0.78164513,0.697716319,-5.801208849,-3.559258051,9.108234376,-2.388733008,-0.287027849,2.81645069,-2.090331314,-1.553130793,-2.29748101,2.627261567,-1.873820659,1.225784403,0.041907552,0.960917449,0.968260586,1.757049807,-0.016624188,0.695036908,0.500161142,-0.713338812,0.051004506,-0.036358622,-0.087046715,1.120833598,0.211641399,0.178040352,0.041236575,-0.071316444,0.619348258,-0.213213978,0.191632616,0.213160979,-0.063668958,-0.347069743,0.799217716,0.143162826,0.414267871,-0.964587805,0.112607354,-0.392704589,0.331389196,0.540478779,0.511777265,-0.495025901,-0.354506012,-0.094619547,0.268538532,0.091661043,0.079426137,0.047071017,1.44E-13
77,PMB1922,Upland,54.77003482,10.36927459,4.034951153,-2.720438779,20.81456666,0.820712151,36.37386456,4.677616053,-47.10074808,-23.30781273,3.552540708,22.77581445,-8.679240139,3.316738534,0.394195522,-13.32610909,-12.80990724,8.868133341,3.370565815,3.053624005,-2.62883466,-3.33795969,5.215799478,-5.853517157,-1.007864755,-2.151835512,1.031171348,-1.15884496,-3.569386792,-1.200147895,3.903438904,-3.365839008,-1.019049465,-1.982562271,-2.155578344,0.579280811,-0.808078611,-0.258603649,3.146872607,0.176191925,-0.795224977,0.063275334,-1.052700501,-0.372313689,-0.963271573,2.179016637,0.686655235,-0.097997412,-1.411438566,0.323958014,1.205260938,0.231678389,0.568088132,-0.128728895,-0.818413528,-0.001991957,0.181912462,-0.022540769,0.012808997,-0.389644254,-0.027025457,-0.041463175,1.020181237,0.709984033,0.575228728,0.032798822,0.096379745,0.248407557,0.779618318,0.382491019,-0.646606844,-0.94454476,0.098966541,0.047490949,0.124744465,-0.027750824,0.083982284,0.006976492,-0.126144121,0.110322808,0.437001465,-0.07457032,0.02338645,6.71E-14
78,PMB1923,Upland,51.68756683,13.08049668,1.753623239,-9.51E-05,7.70052919,0.819631418,6.322005088,1.679078649,-2.673731508,1.380433509,-0.155751918,-3.097501223,-1.681578858,0.842607325,-3.111401874,-0.179702617,15.95912534,-2.663058132,0.015793925,-0.23560522,6.037826782,6.833244397,-0.984305103,14.31119797,1.153858071,10.0234491,3.466791572,13.22802528,4.849732422,1.69099341,-0.096140431,2.600007317,3.417432117,4.995056078,1.595867804,-4.15579202,5.577151683,-0.738548231,-12.83522816,-15.41716463,-4.490611559,5.696716133,34.73630911,-16.1507106,33.1028903,11.41266825,-1.407963499,5.576468984,-2.030842706,-1.424830612,1.80020351,0.523393209,1.811517585,1.058821089,0.48177996,-0.284972105,0.059870936,-0.203550521,0.176267216,-1.306238405,0.557287689,1.871138236,-0.174974612,-0.020105798,0.850662471,0.380426881,-0.795381356,0.264386517,-0.214186913,-1.068807324,-0.169156176,-1.137250064,0.35427846,-0.517028875,0.045672262,-0.484608454,0.016315949,1.050817105,-0.591190031,-0.238807175,-0.912846118,-0.123679133,-0.042074246,-3.13E-15
79,PMB1924,Upland,54.80183892,12.3814118,4.651921928,-0.500960902,9.890772897,5.316696316,10.36047188,4.811616488,-0.283706861,3.590870429,1.947064416,-2.660749363,-1.100357942,-0.360711489,-8.086611421,7.169721472,18.01348218,-2.530815017,-5.923551956,-5.34944717,12.32513005,11.49576998,-12.36358077,-2.71331035,0.034473683,3.923601334,31.63909179,24.51480592,-0.533324275,13.8682152,-16.09869171,15.17884145,-9.852623314,-3.145645363,2.164568533,19.02133977,-7.769400588,-8.54102204,4.534926367,10.71944112,2.060943735,0.182658889,-16.32474646,-1.460408722,-4.940186473,-4.919515253,3.633607967,6.502659618,-0.413783357,0.189231667,0.428356797,-1.611467736,-0.033674291,-0.428707282,0.571986917,-0.335320437,-0.841426662,-1.725054783,-1.244581555,-0.738551768,0.61039988,-0.145653091,0.908004531,0.834155409,-0.981000091,0.723912486,-0.336479726,1.658626963,-0.123845242,-0.327708863,0.176131346,0.228628158,0.464804182,-0.278577913,-0.081148405,0.187592085,-0.228868744,-0.49593856,-0.175072851,0.32797819,0.606955362,-0.315596002,0.05134031,3.21E-13
80,PMB1925,Upland,53.96534239,14.17515806,0.901216202,-2.406331241,12.29896774,5.943238692,13.54354127,0.43380405,6.147766864,4.551073495,-2.100918527,-1.091726017,-0.481587464,3.581094291,-3.160315551,4.492044991,5.702678911,-3.781667731,-5.039450578,1.066076109,6.659098568,1.071712568,0.581218448,7.14085694,2.513379626,4.256506429,-7.016112094,5.455397664,8.528546607,7.642876094,-0.723707159,-4.702284431,-6.528732464,10.21258241,13.35936167,-47.7971049,6.700581316,4.522687909,-17.10189919,15.35029197,9.474425334,5.186065581,-9.185056666,1.154495967,-14.01227559,-2.799192599,-0.754303822,0.281405839,-0.825514128,2.259634224,0.717997054,0.520834567,-0.377739328,-0.223724325,0.446396875,0.238735371,0.042754569,-0.267237185,-0.546527011,-0.860266021,-0.374732917,-0.33568767,0.409491217,-1.174424757,0.315376911,-0.199227981,-0.754989571,-0.264659307,0.012819306,0.314269665,0.084139873,-0.026922642,0.17862993,-0.587649885,0.715351626,0.151911971,-0.445856127,-0.761748471,-0.382680043,0.602621161,-0.129150143,0.177063398,0.170365899,4.69E-13
81,PMB1926,Upland,56.12956056,14.74429607,2.807782144,-3.171461231,27.39101496,-1.117006495,-22.03167139,0.506820336,0.015232773,0.963532727,-0.610559789,0.717944063,3.39455641,-4.092258512,0.573493123,4.53595332,0.992348681,5.22381485,-0.214637213,-5.68788171,-5.878625253,-0.003422353,1.348246009,-13.25423483,13.71543392,-3.179418369,2.654606047,-15.24196683,-2.807969494,6.24148144,-16.08682473,-11.24167925,-7.536607702,1.800854835,-6.498029571,-8.605497548,-39.90829306,12.71840254,-7.316718103,-15.39725784,-7.57614301,0.250480139,-5.32681396,-2.584352743,3.774948388,7.706373181,4.308817313,2.035513718,2.206429061,-0.260213826,0.479932582,0.781246637,-0.227276973,0.005426855,0.262464721,-0.428860567,-1.350895333,0.627086984,-0.49945959,0.202400499,0.116007005,0.716137636,-1.028250173,-0.501263904,0.344474493,0.033860894,-0.365931787,-1.130840867,0.302573663,0.1185415,-0.85025056,0.426316579,-0.51815466,-0.123052642,-0.128960632,-0.167278891,-0.129760526,0.074152185,-0.545813839,-0.677541606,0.267541193,0.011268567,-0.069047403,2.74E-13
82,PMB1927,Upland,58.35442957,14.8062369,3.889938721,-1.414135865,36.99975151,-2.551485474,-39.28674555,-2.177512852,1.564995793,2.247540737,2.68107478,3.064645058,-1.647857036,-4.896562408,2.838482717,-15.58046656,-20.70905437,0.257342256,12.3636669,18.6892341,9.37818934,0.25296077,5.969882158,13.26571391,-12.88146381,-2.604730912,2.859811944,11.0737599,20.44442852,-1.134818175,6.303528628,5.832457679,2.696349982,-7.511970808,-2.323262967,1.87689488,8.751532061,-5.068496127,5.307273382,6.701116569,1.733944691,-2.977142475,-2.741865287,-0.110890053,-1.563253,3.643901372,5.633299784,1.440519086,-0.610021831,0.550227411,-0.431327373,-0.134670258,-0.453543038,-0.268065696,0.047542568,0.027091548,0.636358794,-0.232287169,-0.170155814,0.207458518,0.205611087,0.160530544,0.058506807,0.596765327,-0.345958614,-0.683066879,0.56428468,-0.154342239,-0.384652842,0.174706132,-0.243288032,0.468325091,-0.157318258,0.280195885,0.131357031,0.553781638,0.388177868,-0.410313161,0.054532867,0.0379022,0.408861047,-0.002218464,0.115276564,-6.47E-14
83,PMB1928,Upland,53.44964428,19.7480044,3.031156599,-2.011502204,24.2710676,-4.572755758,-17.72301298,-0.228955848,-3.288714562,-0.728812058,2.796801502,-3.73745521,5.220104157,2.197280179,3.05257103,9.293242546,4.224407023,4.124704305,-5.194360051,-17.34004242,-17.50078288,-10.15353093,-13.59080389,-10.55554458,8.807266067,0.586644562,-8.405211399,-4.408331054,-32.26974848,-5.744952667,1.633458241,6.952186058,5.174002375,4.197074077,8.213152206,6.57748346,24.44380919,-4.757524883,-3.859277776,13.22230105,12.15267265,1.346386125,3.412494315,1.695666787,0.055663171,10.27744339,8.955473387,9.120388507,-2.390014593,-1.013014065,0.452223855,-0.562015603,0.983524941,-0.151623156,-0.001924459,0.63671507,0.829706245,0.725800406,0.466893023,-0.573577915,1.105520264,-0.515617925,0.308551777,-0.081898073,0.103453886,0.453920063,0.645670856,-0.420638939,-0.352333009,0.129802904,-0.168220699,-0.489184823,-0.610124704,0.736289455,-0.569077934,-0.022619811,0.122435979,0.75303868,0.382105358,0.349045611,-0.4224061,0.055364697,-0.078459305,3.67E-13
84,PMB1929,Upland,51.59658861,21.28410099,1.128204639,-1.068484621,14.45076053,-5.035697797,-9.953631003,0.495601395,-1.130993219,-1.548198784,0.669956779,-2.251173078,1.781374727,-0.702766213,1.899636489,-0.764254858,2.601097352,2.63601485,-0.887952425,-5.962663335,-2.805588507,-2.78600598,-2.449964281,1.05080707,3.328593806,-1.555725463,1.167544205,-0.667966283,-4.78173303,-4.90373545,-2.232574208,-0.792378675,-6.402404881,4.225036454,7.951127408,4.362527004,6.591327552,4.392158297,4.786334121,-3.614717536,-9.271220823,3.526609906,7.499545274,-6.866209877,-3.061725299,-36.81615486,-37.77122954,-18.53654966,-0.144064319,2.736987716,4.204224848,-2.525223208,-1.513728328,-0.428218832,-1.480858004,-1.719383912,-0.446645215,-0.907786676,-0.32685951,0.144172503,-0.403023565,-1.585345603,-1.661039452,0.659787644,-0.210508451,1.034825035,-0.958017273,0.019506861,1.483570927,-0.422101491,-0.973862417,-0.46266517,0.307919752,-0.4370305,0.072371907,0.749430131,0.252560693,-0.257352988,0.030555289,-0.65604117,0.389931083,0.315323941,0.035030803,3.07E-13